start	end	type	unit	value	param
155645	155649	CommandNet>Relation			
155645	155650	CommandNet>Relation			
155651	10	has			
155651	45	has	usd	1.55	
155651	46	has		1	
155651	47	has		25	
155651	48	has		1	
155651	20	has		item	
155651	49	has		1.55	
155633	155651	says			
155224	155651	has_obtainable			
155651	155652	token			
155651	155654	has_token			
155651	155655	has_token			
155651	155656	has_token			
155651	155657	has_token			
155652	155653	CommandNet>Relation			
155653	155654	CommandNet>Relation			
155653	155655	CommandNet>Relation			
155653	155656	CommandNet>Relation			
155653	155657	CommandNet>Relation			
155658	10	has		With pork.	
155658	45	has	usd	5.45	
155658	46	has		1	
155658	47	has		25	
155658	48	has		1	
155658	20	has		item	
155658	49	has		5.45	
155633	155658	says			
155224	155658	has_obtainable			
155658	155659	token			
155658	155661	has_token			
155658	155662	has_token			
155658	155663	has_token			
155658	155664	has_token			
155658	155665	has_token			
155659	155660	CommandNet>Relation			
155660	155666	CommandNet>Relation			
155660	155662	CommandNet>Relation			
155660	155663	CommandNet>Relation			
155660	155665	CommandNet>Relation			
155666	155661	CommandNet>Relation			object
155666	155664	CommandNet>Relation			subject
155667	10	has			
155667	45	has	usd	5.95	
155667	46	has		1	
155667	47	has		25	
155667	48	has		1	
155667	20	has		item	
155667	49	has		5.95	
155633	155667	says			
155224	155667	has_obtainable			
155667	155668	token			
155667	155670	has_token			
155667	155671	has_token			
155667	155672	has_token			
155667	155673	has_token			
155667	155674	has_token			
155667	155675	has_token			
155668	155669	CommandNet>Relation			
155669	155676	CommandNet>Relation			
155669	155671	CommandNet>Relation			
155669	155672	CommandNet>Relation			
155669	155674	CommandNet>Relation			
155669	155675	CommandNet>Relation			
155676	155670	CommandNet>Relation			object
155676	155673	CommandNet>Relation			subject
155677	10	has		Steamed or Fried.	
155677	45	has	usd	5.45	
155677	46	has		1	
155677	47	has		25	
155677	48	has		1	
155677	20	has		item	
155677	49	has		5.45	
155633	155677	says			
155224	155677	has_obtainable			
155677	155678	token			
155677	155680	has_token			
155677	155681	has_token			
155677	155682	has_token			
155677	155683	has_token			
155677	155684	has_token			
155678	155679	CommandNet>Relation			
155679	155681	CommandNet>Relation			
155679	155686	CommandNet>Relation			
155679	155684	CommandNet>Relation			
155685	155682	CommandNet>Relation			subject
155685	155683	CommandNet>Relation			subject
155686	155685	CommandNet>Relation			subject
155686	155680	CommandNet>Relation			object
155687	50	has		1	
155687	20	has		option group	
155687	10	has			
155687	51	has		1	
155687	52	has		0	
155677	155687	contains_group			
155688	45	has	usd	0	
155688	20	has		option	
155688	10	has			
155688	49	has		0	
155687	155688	contains_item			
155688	10063	token			
155688	10065	has_token			
155689	45	has	usd	0	
155689	20	has		option	
155689	10	has			
155689	49	has		0	
155687	155689	contains_item			
155689	10067	token			
155689	10069	has_token			
155690	10	has		Steamed or Fried.	
155690	45	has	usd	5.45	
155690	46	has		1	
155690	47	has		25	
155690	48	has		1	
155690	20	has		item	
155690	49	has		5.45	
155633	155690	says			
155224	155690	has_obtainable			
155690	155691	token			
155690	155693	has_token			
155690	155694	has_token			
155690	155695	has_token			
155690	155696	has_token			
155690	155697	has_token			
155690	155698	has_token			
155691	155692	CommandNet>Relation			
155692	155694	CommandNet>Relation			
155692	155700	CommandNet>Relation			
155692	155696	CommandNet>Relation			
155692	155698	CommandNet>Relation			
155699	155695	CommandNet>Relation			subject
155699	155697	CommandNet>Relation			subject
155700	155699	CommandNet>Relation			subject
155700	155693	CommandNet>Relation			object
155701	50	has		1	
155701	20	has		option group	
155701	10	has			
155701	51	has		1	
155701	52	has		0	
155690	155701	contains_group			
155702	45	has	usd	0	
155702	20	has		option	
155702	10	has			
155702	49	has		0	
155701	155702	contains_item			
155702	10063	token			
155702	10065	has_token			
155703	45	has	usd	0	
155703	20	has		option	
155703	10	has			
155703	49	has		0	
155701	155703	contains_item			
155703	10067	token			
155703	10069	has_token			
155704	10	has			
155704	45	has	usd	5.95	
155704	46	has		1	
155704	47	has		25	
155704	48	has		1	
155704	20	has		item	
155704	49	has		5.95	
155633	155704	says			
155224	155704	has_obtainable			
155704	155705	token			
155704	155707	has_token			
155704	155708	has_token			
155704	155709	has_token			
155704	155710	has_token			
155704	155711	has_token			
155705	155706	CommandNet>Relation			
155706	155708	CommandNet>Relation			
155706	155713	CommandNet>Relation			
155706	155711	CommandNet>Relation			
155712	155709	CommandNet>Relation			subject
155712	155710	CommandNet>Relation			subject
155713	155712	CommandNet>Relation			subject
155713	155707	CommandNet>Relation			object
155714	10	has			
155714	45	has	usd	6.95	
155714	46	has		1	
155714	47	has		25	
155714	48	has		1	
155714	20	has		item	
155714	49	has		6.95	
155633	155714	says			
155224	155714	has_obtainable			
155714	155715	token			
155714	155717	has_token			
155714	155718	has_token			
155714	155719	has_token			
155714	155720	has_token			
155714	155721	has_token			
155715	155716	CommandNet>Relation			
155716	155717	CommandNet>Relation			
155716	155718	CommandNet>Relation			
155716	155719	CommandNet>Relation			
155716	155720	CommandNet>Relation			
155716	155721	CommandNet>Relation			
155722	10	has			
155722	45	has	usd	6.45	
155722	46	has		1	
155722	47	has		25	
155722	48	has		1	
155722	20	has		item	
155722	49	has		9.95	
155633	155722	says			
155224	155722	has_obtainable			
155722	155723	token			
155722	155725	has_token			
155722	155726	has_token			
155722	155727	has_token			
155722	155728	has_token			
155723	155724	CommandNet>Relation			
155724	155725	CommandNet>Relation			
155724	155726	CommandNet>Relation			
155724	155727	CommandNet>Relation			
155724	155728	CommandNet>Relation			
155729	50	has		1	
155729	20	has		price group	
155729	10	has		 	
155729	51	has		1	
155722	155729	contains_group			
155730	45	has	usd	6.45	
155730	20	has		option	
155730	10	has			
155730	49	has		5.95	
155729	155730	contains_item			
155730	36860	token			
155730	36862	has_token			
155731	45	has	usd	9.95	
155731	20	has		option	
155731	10	has			
155731	49	has		9.45	
155729	155731	contains_item			
155731	36864	token			
155731	36866	has_token			
155732	10	has			
155732	45	has	usd	6.45	
155732	46	has		1	
155732	47	has		25	
155732	48	has		1	
155732	20	has		item	
155732	49	has		6.45	
155633	155732	says			
155224	155732	has_obtainable			
155732	155733	token			
155732	155735	has_token			
155732	155736	has_token			
155732	155737	has_token			
155732	155738	has_token			
155732	155739	has_token			
155733	155734	CommandNet>Relation			
155734	155736	CommandNet>Relation			
155734	155741	CommandNet>Relation			
155734	155739	CommandNet>Relation			
155740	155737	CommandNet>Relation			subject
155740	155738	CommandNet>Relation			subject
155741	155740	CommandNet>Relation			subject
155741	155735	CommandNet>Relation			object
155742	10	has			
155742	45	has	usd	5.95	
155742	46	has		1	
155742	47	has		25	
155742	48	has		1	
155742	20	has		item	
155742	49	has		5.95	
155633	155742	says			
155224	155742	has_obtainable			
155742	155743	token			
155742	155745	has_token			
155742	155746	has_token			
155742	155747	has_token			
155742	155748	has_token			
155742	155749	has_token			
155743	155744	CommandNet>Relation			
155744	155746	CommandNet>Relation			
155744	155751	CommandNet>Relation			
155744	155749	CommandNet>Relation			
155750	155747	CommandNet>Relation			subject
155750	155748	CommandNet>Relation			subject
155751	155750	CommandNet>Relation			subject
155751	155745	CommandNet>Relation			object
155752	10	has			
155752	45	has	usd	5.95	
155752	46	has		1	
155752	47	has		25	
155752	48	has		1	
155752	20	has		item	
155752	49	has		5.95	
155633	155752	says			
155224	155752	has_obtainable			
155752	155753	token			
155752	155755	has_token			
155752	155756	has_token			
155752	155757	has_token			
155752	155758	has_token			
155752	155759	has_token			
155753	155754	CommandNet>Relation			
155754	155756	CommandNet>Relation			
155754	155757	CommandNet>Relation			
155754	155761	CommandNet>Relation			
155760	155758	CommandNet>Relation			subject
155760	155759	CommandNet>Relation			subject
155761	155760	CommandNet>Relation			subject
155761	155755	CommandNet>Relation			object
155762	10	has			
155762	45	has	usd	5.95	
155762	46	has		1	
155762	47	has		25	
155762	48	has		1	
155762	20	has		item	
155762	49	has		5.95	
155633	155762	says			
155224	155762	has_obtainable			
155762	155763	token			
155762	155765	has_token			
155762	155766	has_token			
155762	155767	has_token			
155762	155768	has_token			
155762	155769	has_token			
155762	155770	has_token			
155763	155764	CommandNet>Relation			
155764	155766	CommandNet>Relation			
155764	155767	CommandNet>Relation			
155764	155770	CommandNet>Relation			
155764	155772	CommandNet>Relation			
155771	155768	CommandNet>Relation			subject
155771	155769	CommandNet>Relation			subject
155772	155771	CommandNet>Relation			subject
155772	155765	CommandNet>Relation			object
155773	10	has		Served with spring rolls, bbq spare ribs, jumbo shrimp, beef teriyaki, fried wonton, chicken teriyaki and shrimp toast.	
155773	45	has	usd	11.95	
155773	46	has		1	
155773	47	has		25	
155773	48	has		1	
155773	20	has		item	
155773	49	has		11.95	
155633	155773	says			
155224	155773	has_obtainable			
155773	155774	token			
155773	155776	has_token			
155773	155777	has_token			
155773	155778	has_token			
155773	155779	has_token			
155773	155780	has_token			
155773	155781	has_token			
155774	155775	CommandNet>Relation			
155775	155782	CommandNet>Relation			
155775	155777	CommandNet>Relation			
155775	155779	CommandNet>Relation			
155775	155780	CommandNet>Relation			
155775	155781	CommandNet>Relation			
155782	155776	CommandNet>Relation			object
155782	155778	CommandNet>Relation			subject
155783	10	has			
155783	45	has	usd	4.95	
155783	46	has		1	
155783	47	has		25	
155783	48	has		1	
155783	20	has		item	
155783	49	has		4.95	
155633	155783	says			
155224	155783	has_obtainable			
155783	155784	token			
155783	155786	has_token			
155783	155787	has_token			
155783	155788	has_token			
155783	155789	has_token			
155783	155790	has_token			
155784	155785	CommandNet>Relation			
155785	155787	CommandNet>Relation			
155785	155792	CommandNet>Relation			
155785	155790	CommandNet>Relation			
155791	155788	CommandNet>Relation			subject
155791	155789	CommandNet>Relation			subject
155792	155791	CommandNet>Relation			subject
155792	155786	CommandNet>Relation			object
155793	10	has			
155793	45	has	usd	4.25	
155793	46	has		1	
155793	47	has		25	
155793	48	has		1	
155793	20	has		item	
155793	49	has		4.25	
155633	155793	says			
155224	155793	has_obtainable			
155793	155794	token			
155793	155796	has_token			
155793	155797	has_token			
155793	155798	has_token			
155793	155799	has_token			
155793	155800	has_token			
155793	155801	has_token			
155794	155795	CommandNet>Relation			
155795	155797	CommandNet>Relation			
155795	155803	CommandNet>Relation			
155795	155799	CommandNet>Relation			
155795	155800	CommandNet>Relation			
155802	155801	CommandNet>Relation			subject
155802	155798	CommandNet>Relation			subject
155803	155802	CommandNet>Relation			subject
155803	155796	CommandNet>Relation			object
155804	10	has		Marinated seaweed with sesame.	
155804	45	has	usd	4.25	
155804	46	has		1	
155804	47	has		25	
155804	48	has		1	
155804	20	has		item	
155804	49	has		4.25	
155633	155804	says			
155224	155804	has_obtainable			
155804	155805	token			
155804	155807	has_token			
155804	155808	has_token			
155804	155809	has_token			
155804	155810	has_token			
155805	155806	CommandNet>Relation			
155806	155808	CommandNet>Relation			
155806	155812	CommandNet>Relation			
155811	155809	CommandNet>Relation			subject
155811	155810	CommandNet>Relation			subject
155812	155811	CommandNet>Relation			subject
155812	155807	CommandNet>Relation			object
155813	10	has			
155813	45	has	usd	4	
155813	46	has		1	
155813	47	has		25	
155813	48	has		1	
155813	20	has		item	
155813	49	has		4	
155633	155813	says			
155224	155813	has_obtainable			
155813	155814	token			
155813	155816	has_token			
155813	155817	has_token			
155813	155818	has_token			
155813	155819	has_token			
155813	155820	has_token			
155813	155821	has_token			
155813	155822	has_token			
155814	155815	CommandNet>Relation			
155815	155823	CommandNet>Relation			
155815	155817	CommandNet>Relation			
155815	155818	CommandNet>Relation			
155815	155819	CommandNet>Relation			
155815	155820	CommandNet>Relation			
155815	155821	CommandNet>Relation			
155823	155822	CommandNet>Relation			subject
155823	155816	CommandNet>Relation			object
155824	10	has		Steamed bun filled with pork, ginger and scallion.	
155824	45	has	usd	7.95	
155824	46	has		1	
155824	47	has		25	
155824	48	has		1	
155824	20	has		item	
